#SECTION:PROJECT
key,value
2026-01-17,98.52432432432425
2026-01-18,98.58108108108101
2026-01-19,98.63783783783776
2026-01-20,98.69459459459452
2026-01-21,98.75135135135127
2026-01-22,98.99999999999993
2026-01-23,99.24285714285708
2026-01-24,99.48571428571422
2026-01-25,99.52857142857137
2026-01-26,99.57142857142851
2026-01-27,99.61428571428566
2026-01-28,99.6571428571428
2026-01-29,99.69999999999995
2026-01-30,99.74285714285709
2026-01-31,99.78571428571423
2026-02-01,99.82857142857138
2026-02-02,99.87142857142852
2026-02-03,99.91428571428567
2026-02-04,99.95714285714281
2026-02-05,99.99999999999996

#SECTION:DAILY_SERIES
date,baseline_cumulative,planned_cumulative,actual_cumulative
2025-08-24,0.0,0.0,0.0
2025-08-25,0.2,0.2,0.2
2025-08-26,0.4,0.4,0.2
2025-08-27,0.7,0.7,0.2
2025-08-28,0.9,0.9,0.2
2025-08-29,1.1,1.1,0.2
2025-08-30,1.3,1.3,0.2
2025-08-31,1.5,1.5,0.2
2025-09-01,1.8,1.8,0.2
2025-09-02,2.0,2.0,0.2
2025-09-03,2.2,2.2,0.4
2025-09-04,2.4,2.4,1.2
2025-09-05,3.0,3.0,1.7
2025-09-06,3.5,3.5,2.3
2025-09-07,4.1,4.1,2.3
2025-09-08,4.6,4.6,2.3
2025-09-09,5.2,5.2,2.3
2025-09-10,5.7,5.7,4.2
2025-09-11,6.3,6.3,4.9
2025-09-12,7.0,7.0,6.7
2025-09-13,7.6,7.6,7.2
2025-09-14,8.0,8.0,7.2
2025-09-15,8.4,8.4,8.6
2025-09-16,8.8,8.8,10.3
2025-09-17,9.2,9.2,10.8
2025-09-18,9.6,9.6,11.6
2025-09-19,10.0,10.0,12.4
2025-09-20,10.4,10.4,13.3
2025-09-21,10.8,10.8,13.3
2025-09-22,11.5,11.5,13.7
2025-09-23,12.2,12.2,14.2
2025-09-24,13.0,13.0,16.6
2025-09-25,15.0,15.0,17.6
2025-09-26,16.9,16.9,19.1
2025-09-27,18.9,18.9,20.5
2025-09-28,20.9,20.9,21.1
2025-09-29,22.8,22.8,21.7
2025-09-30,24.8,24.8,22.8
2025-10-01,26.9,26.9,24.5
2025-10-02,28.9,28.9,26.2
2025-10-03,30.9,30.9,27.9
2025-10-04,32.9,32.9,28.5
2025-10-05,34.6,34.6,29.7
2025-10-06,36.3,36.3,29.7
2025-10-07,38.0,38.0,31.5
2025-10-08,39.8,39.8,33.1
2025-10-09,41.6,41.6,35.3
2025-10-10,43.5,43.5,37.1
2025-10-11,45.3,45.3,39.9
2025-10-12,47.1,47.1,39.9
2025-10-13,49.0,49.0,42.2
2025-10-14,50.8,50.8,45.4
2025-10-15,52.7,52.7,45.5
2025-10-16,54.5,54.5,45.6
2025-10-17,56.3,56.3,45.7
2025-10-18,58.1,58.1,45.8
2025-10-19,59.8,59.8,46.0
2025-10-20,61.5,61.5,46.1
2025-10-21,63.2,63.2,46.2
2025-10-22,64.9,64.9,46.3
2025-10-23,66.5,66.5,46.4
2025-10-24,68.0,68.0,48.0
2025-10-25,69.5,69.5,50.0
2025-10-26,71.0,71.0,50.0
2025-10-27,72.6,72.6,51.7
2025-10-28,74.1,74.1,52.4
2025-10-29,75.6,75.6,54.0
2025-10-30,77.1,77.1,56.3
2025-10-31,78.6,78.6,57.9
2025-11-01,80.2,80.2,59.0
2025-11-02,81.7,81.7,59.0
2025-11-03,83.2,83.2,58.9
2025-11-04,84.7,84.7,
2025-11-05,85.4,85.4,
2025-11-06,86.2,86.2,
2025-11-07,86.5,86.5,
2025-11-08,86.7,86.7,
2025-11-09,87.0,87.0,
2025-11-10,87.2,87.2,
2025-11-11,87.4,87.4,
2025-11-12,87.6,87.6,
2025-11-13,87.7,87.7,
2025-11-14,87.9,87.9,
2025-11-15,88.1,88.1,
2025-11-16,88.2,88.2,
2025-11-17,88.4,88.4,
2025-11-18,88.7,88.7,
2025-11-19,89.0,89.0,
2025-11-20,89.2,89.2,
2025-11-21,89.5,89.5,
2025-11-22,89.8,89.8,
2025-11-23,90.1,90.1,
2025-11-24,90.4,90.4,
2025-11-25,90.7,90.7,
2025-11-26,90.9,90.9,
2025-11-27,91.2,91.2,
2025-11-28,91.5,91.5,
2025-11-29,91.8,91.8,
2025-11-30,92.1,92.1,
2025-12-01,92.4,92.4,
2025-12-02,92.7,92.7,
2025-12-03,92.9,92.9,
2025-12-04,93.2,93.2,
2025-12-05,93.5,93.5,
2025-12-06,93.8,93.8,
2025-12-07,94.1,94.1,
2025-12-08,94.4,94.4,
2025-12-09,94.6,94.6,
2025-12-10,94.9,94.9,
2025-12-11,95.2,95.2,
2025-12-12,95.5,95.5,
2025-12-13,95.8,95.8,
2025-12-14,96.1,96.1,
2025-12-15,96.5,96.5,
2025-12-16,96.6,96.6,
2025-12-17,96.8,96.8,
2025-12-18,96.8,96.8,
2025-12-19,96.9,96.9,
2025-12-20,96.9,96.9,
2025-12-21,97.0,97.0,
2025-12-22,97.0,97.0,
2025-12-23,97.1,97.1,
2025-12-24,97.2,97.2,
2025-12-25,97.2,97.2,
2025-12-26,97.3,97.3,
2025-12-27,97.3,97.3,
2025-12-28,97.4,97.4,
2025-12-29,97.4,97.4,
2025-12-30,97.5,97.5,
2025-12-31,97.6,97.6,
2026-01-01,97.6,97.6,
2026-01-02,97.7,97.7,
2026-01-03,97.7,97.7,
2026-01-04,97.8,97.8,
2026-01-05,97.8,97.8,
2026-01-06,97.9,97.9,
2026-01-07,98.0,98.0,
2026-01-08,98.0,98.0,
2026-01-09,98.1,98.1,
2026-01-10,98.1,98.1,
2026-01-11,98.2,98.2,
2026-01-12,98.2,98.2,
2026-01-13,98.3,98.3,
2026-01-14,98.4,98.4,
2026-01-15,98.4,98.4,
2026-01-16,98.5,98.5,
2026-01-17,98.5,98.5,
2026-01-18,98.6,98.6,
2026-01-19,98.6,98.6,
2026-01-20,98.7,98.7,
2026-01-21,98.8,98.8,
2026-01-22,99.0,99.0,
2026-01-23,99.2,99.2,
2026-01-24,99.5,99.5,
2026-01-25,99.5,99.5,
2026-01-26,99.6,99.6,
2026-01-27,99.6,99.6,
2026-01-28,99.7,99.7,
2026-01-29,99.7,99.7,
2026-01-30,99.7,99.7,
2026-01-31,99.8,99.8,
2026-02-01,99.8,99.8,
2026-02-02,99.9,99.9,
2026-02-03,99.9,99.9,
2026-02-04,100.0,100.0,
2026-02-05,100.0,100.0,
